ID,Region,Cultivar,Leaf_N_stage2_g_kg,Leaf_P_stage2_g_kg,Leaf_K_stage2_g_kg,Leaf_Mg_stage2_g_kg,Leaf_Ca_stage2_g_kg,Leaf_B_stage2_g_kg,Leaf_Cu_stage2_g_kg,Leaf_Zn_stage2_g_kg,Leaf_Mn_stage2_g_kg,Leaf_Fe_stage2_g_kg,Fruit_yield_Mg_ha,Yield class
2015_051,Quebec,Stevens,10.256,0.747,4.025,1.415,4.591,0.05,0.001,0.046,0.152,0.024,42.16,High yield
2015_052,Quebec,Stevens,11.011,0.811,4.122,1.572,5.266,0.08,0.001,0.058,0.271,0.04,35.32,Low yield
2015_053,Quebec,Stevens,10.991,0.682,3.326,1.308,4.917,0.04,0.001,0.07,0.218,0.03,18.62,Low yield
2015_054,Quebec,Stevens,9.6555,0.637,3.15,1.68,5.125,0.17,0.001,0.052,0.145,0.009,48.63,High yield
2015_055,Quebec,Stevens,9.7563,0.747,4.204,1.637,5.387,0.08,0.001,0.041,0.172,0.03,43.9,High yield
2015_056,Quebec,Stevens,11.032,0.734,4.311,1.502,5.233,0.07,0.001,0.042,0.254,0.055,34,Low yield
2015_057,Quebec,Stevens,10.898,0.695,4.469,1.181,4.844,0.05,0.007,0.047,0.141,0.033,23.93,Low yield
2015_058,Quebec,Stevens,10.608,0.662,4.605,1.386,5.404,0.08,0.004,0.034,0.202,0.029,45.13,High yield
2015_059,Quebec,Stevens,11.932,0.679,4.96,1.409,5.02,0.06,0.003,0.045,0.15,0.024,37.62,Low yield
2015_060,Quebec,Stevens,11.538,0.722,4.565,1.345,5.064,0.06,0.003,0.021,0.17,0.018,47.78,High yield
2015_061,Quebec,Stevens,10.206,0.614,4.136,1.243,4.602,0.03,0.002,0.033,0.096,0.013,39.72,Low yield
2015_062,Quebec,Stevens,10.126,0.662,4.761,1.471,5.499,0.05,0.002,0.022,0.229,0.037,42.74,High yield
2015_063,Quebec,Stevens,10.667,0.609,4.206,1.351,4.989,0.05,0.002,0.032,0.08,0.01,29.87,Low yield
2015_064,Quebec,Stevens,10.568,0.683,4.206,1.38,5.573,0.06,0.002,0.035,0.209,0.033,46.19,High yield
2015_065,Quebec,Stevens,10.664,0.641,4.67,1.272,5.474,0.06,0.001,0.04,0.2,0.042,27.27,Low yield
2015_066,Quebec,Stevens,10.745,0.621,4.657,1.314,5.474,0.07,0.001,0.035,0.203,0.011,25.28,Low yield
2015_067,Quebec,Stevens,10.585,0.627,4.467,1.319,4.921,0.06,0.001,0.033,0.139,0.026,47.4,High yield
2015_068,Quebec,Stevens,9.0309,0.63,4.442,1.422,5.325,0.08,0.001,0.036,0.176,0.023,23.42,Low yield
2015_069,Quebec,Stevens,10.297,0.686,4.67,1.497,5.252,0.06,0.001,0.04,0.113,0.01,39.05,Low yield
2015_070,Quebec,Stevens,10.033,0.647,4.738,1.279,5.383,0.06,0.001,0.044,0.202,0.026,15.56,Low yield
2015_071,Quebec,Stevens,11.446,0.685,4.617,1.362,4.626,0.06,0.001,0.04,0.153,0.026,31.29,Low yield
2015_072,Quebec,Stevens,10.924,0.728,4.519,1.413,5.017,0.05,0.001,0.045,0.181,0.016,34,Low yield
2015_073,Quebec,Stevens,5.7957,0.764,3.875,1.619,6.485,0.05,0.001,0.053,0.158,0.124,21.23,Low yield
2015_074,Quebec,Stevens,5.4696,0.757,3.925,1.516,6.103,0.05,0,0.043,0.144,0.076,14.35,Low yield
2015_075,Quebec,Stevens,7.1876,0.7,4.401,1.576,6.527,0.06,0.001,0.031,0.243,0.105,19.93,Low yield
2015_076,Quebec,Stevens,6.9032,0.75,4.088,1.527,6.35,0.05,0,0.042,0.185,0.066,21.07,Low yield
2015_077,Quebec,Stevens,7.6557,0.654,4.055,1.507,6.147,0.06,0.001,0.037,0.209,0.081,24.3,Low yield
2015_078,Quebec,Stevens,9.2598,0.72,4.805,1.62,5.334,0.04,0.001,0.036,0.138,0.019,23.31,Low yield
2015_079,Quebec,Stevens,10.532,0.715,4.895,1.356,5.723,0.05,0.001,0.034,0.204,0.058,42.99,High yield
2015_080,Quebec,Stevens,10.93,0.816,4.379,1.531,5.476,0.04,0.001,0.038,0.164,0.025,41.15,High yield
2015_081,Quebec,Stevens,11.87,0.76,4.914,1.325,5.087,0.04,0.001,0.041,0.198,0.045,25.47,Low yield
2015_082,Quebec,Stevens,12.677,0.962,5.585,1.367,5.368,0.03,0.002,0.035,0.172,0,32.35,Low yield
2015_083,Quebec,Stevens,8.1324,0.646,4.324,1.44,5.047,0.05,0.001,0.045,0.196,0.061,41.97,High yield
2015_084,Quebec,Stevens,12.76,0.675,4.729,1.544,6.128,0.05,0.001,0.039,0.219,0.066,23.68,Low yield
2015_085,Quebec,Stevens,10.076,0.731,4.768,1.51,6.035,0.06,0.001,0.037,0.19,0.094,35.31,Low yield
2015_086,Quebec,Stevens,10.902,0.784,4.665,1.496,5.833,0.04,0.001,0.042,0.179,0.017,32.95,Low yield
2015_087,Quebec,Stevens,9.392,0.677,4.341,1.37,5.173,0.05,0.006,0.038,0.146,0.05,35.52,Low yield
2015_088,Quebec,Stevens,8.2296,0.673,4.448,1.357,5.291,0.05,0.003,0.043,0.156,0.027,28.39,Low yield
2015_089,Quebec,Stevens,9.8712,0.693,3.126,1.75,6.395,0.04,0.003,0.041,0.249,0.061,25.61,Low yield
2015_090,Quebec,Stevens,10.565,0.63,3.016,1.565,5.569,0.04,0.002,0.046,0.164,0.018,28.35,Low yield
2015_091,Quebec,Stevens,11.012,0.719,4.094,1.552,6.481,0.04,0.002,0.048,0.145,0.085,45.26,High yield
2015_092,Quebec,Stevens,11.357,0.682,4.607,1.44,5.849,0.04,0.002,0.04,0.21,0.046,30.19,Low yield
2015_093,Quebec,Stevens,9.7094,0.707,4.565,1.411,5.701,0.05,0.001,0.041,0.153,0.057,38.21,Low yield
2015_094,Quebec,Stevens,11.606,0.68,4.269,1.514,5.609,0.04,0.001,0.04,0.166,0.026,28.94,Low yield
2015_095,Quebec,Stevens,10.921,0.737,5.187,1.367,5.612,0.05,0.002,0.041,0.2,0.082,30.26,Low yield
2015_096,Quebec,Stevens,11.176,0.737,4.776,1.417,5.284,0.04,0.003,0.042,0.149,0.034,27.53,Low yield
2015_097,Quebec,Stevens,10.942,0.686,4.547,1.373,5.418,0.04,0.002,0.047,0.166,0.072,33.89,Low yield
2015_098,Quebec,Stevens,11.039,0.741,4.739,1.503,5.996,0.03,0.002,0.033,0.142,0.011,35.11,Low yield
2015_099,Quebec,Stevens,9.5771,0.649,4.237,1.511,5.381,0.05,0.002,0.049,0.167,0.08,33.79,Low yield
2015_100,Quebec,Stevens,10.699,0.711,4.602,1.521,5.989,0.04,0.001,0.039,0.178,0.048,31.14,Low yield
2015_101,Quebec,Stevens,11.685,0.67,4.095,1.519,5.998,0.05,0.001,0.041,0.131,0.036,36.52,Low yield
2015_102,Quebec,Stevens,10.577,0.733,4.691,1.366,5.456,0.04,0.001,0.05,0.186,0.013,24.14,Low yield
2015_103,Quebec,Stevens,11.379,0.704,4.764,1.481,5.737,0.04,0.003,0.048,0.197,0.077,34.2,Low yield
2015_104,Quebec,Stevens,13.276,0.791,5.119,1.442,5.432,0.04,0.001,0.039,0.207,0.023,31.09,Low yield
2015_105,Quebec,Stevens,11.531,0.705,4.497,1.286,5.193,0.05,0,0.028,0.159,0.039,40.87,High yield
2015_106,Quebec,Stevens,9.4327,0.669,4.451,1.377,5.42,0.07,0.001,0.041,0.167,0.055,27.2,Low yield
2015_107,Quebec,Stevens,11.616,0.715,4.572,1.403,5.623,0.05,0.001,0.04,0.184,0.053,45.72,High yield
2015_108,Quebec,Stevens,11.206,0.744,4.712,1.428,5.471,0.05,0.001,0.042,0.157,0.024,31.74,Low yield
2015_109,Quebec,Stevens,5.7093,0.615,4.057,1.389,6.014,0.05,0.001,0.038,0.093,0.087,19.26,Low yield
2015_110,Quebec,Stevens,5.8204,0.614,3.871,1.455,5.814,0.06,0,0.039,0.08,0.041,12.74,Low yield
2015_111,Quebec,Stevens,8.0698,0.722,4.343,1.484,5.401,0.05,0,0.046,0.076,0.027,30.68,Low yield
2015_112,Quebec,Stevens,7.7095,0.683,3.816,1.68,5.855,0.05,0,0.059,0.086,0.018,31.84,Low yield
2015_113,Quebec,Stevens,13.262,0.654,4.049,1.48,5.927,0.04,0.001,0.054,0.094,0.054,35.9,Low yield
2015_114,Quebec,Stevens,6.8954,0.777,3.991,1.683,5.151,0.05,0.001,0.064,0.106,0.025,36.16,Low yield
2015_115,Quebec,Stevens,8.5975,0.621,4,1.395,6.64,0.05,0,0.051,0.119,0.098,38.54,Low yield
2015_116,Quebec,Stevens,10.879,0.795,4.328,1.515,4.983,0.06,0.001,0.053,0.095,0.027,31.15,Low yield
2015_117,Quebec,Stevens,10.832,0.679,4.703,1.222,5.093,0.05,0.009,0.024,0.162,0.133,51.03,High yield
2015_118,Quebec,Stevens,12.961,0.883,5.116,1.355,5.652,0.05,0.004,0.013,0.178,0.056,34.54,Low yield
2015_119,Quebec,Stevens,9.8026,0.616,4.291,1.42,6.4,0.05,0.003,0.018,0.139,0.07,41.21,High yield
2015_120,Quebec,Stevens,11.716,0.713,4.31,1.381,5.546,0.06,0.004,0.009,0.125,0.064,35.12,Low yield
2015_121,Quebec,Stevens,10.629,0.681,4.139,1.216,4.662,0.05,0.002,0.012,0.106,0.053,41.39,High yield
2015_122,Quebec,Stevens,11.848,0.79,4.286,1.306,4.64,0.05,0.004,0.011,0.111,0.033,31.86,Low yield
2015_123,Quebec,Stevens,9.8856,0.747,4.428,1.382,5.148,0.06,0.003,0.011,0.131,0.104,47.04,High yield
2015_124,Quebec,Stevens,11.271,0.848,4.094,1.328,4.594,0.04,0.002,0.011,0.099,0.045,30.25,Low yield
2015_125,Quebec,Stevens,8.7245,0.656,2.55,1.618,5.746,0.06,0.001,0.015,0.127,0.065,50.39,High yield
2015_126,Quebec,Stevens,9.616,0.745,2.947,1.583,6.414,0.05,0.002,0.018,0.113,0.045,26.88,Low yield
2015_127,Quebec,Stevens,10.937,0.751,4.09,1.308,5.259,0.05,0.002,0.015,0.111,0.065,39.16,Low yield
2015_128,Quebec,Stevens,10.409,0.752,3.887,1.476,5.624,0.06,0.002,0.014,0.113,0.045,32.07,Low yield
2015_129,Quebec,Stevens,10.24,0.723,4.419,1.246,4.626,0.05,0.002,0.012,0.11,0.08,43.01,High yield
2015_130,Quebec,Stevens,11.243,0.803,4.269,1.469,4.864,0.06,0.002,0.018,0.138,0.037,33.3,Low yield
2015_131,Quebec,Stevens,9.9172,0.641,3.954,1.279,5.055,0.05,0.002,0.016,0.133,0.049,53.66,High yield
2015_132,Quebec,Stevens,9.1484,0.725,4.137,1.425,5.069,0.05,0.002,0.017,0.093,0.028,24.5,Low yield
2015_133,Quebec,Stevens,9.7823,0.717,3.727,1.42,5.514,0.04,0.002,0.018,0.118,0.018,31.97,Low yield
2015_134,Quebec,Stevens,9.0402,0.748,3.958,1.465,5.553,0.03,0.001,0.017,0.102,0.037,46.63,High yield
2015_135,Quebec,Stevens,10.401,0.74,4.031,1.502,5.429,0.05,0.001,0.014,0.113,0.048,48.31,High yield
2015_136,Quebec,Stevens,10.901,0.751,3.998,1.383,5.055,0.04,0.001,0.014,0.116,0.079,39,Low yield
2015_137,Quebec,Stevens,11.012,0.751,4.163,1.486,5.233,0.05,0.001,0.016,0.097,0.04,44.18,High yield
2015_138,Quebec,Stevens,10.269,0.743,4.085,1.237,4.333,0.07,0.004,0.018,0.095,0.129,26.5,Low yield
2015_139,Quebec,Stevens,10.189,0.84,3.894,1.592,5.528,0.04,0.002,0.024,0.103,0.049,30.66,Low yield
2015_140,Quebec,Stevens,11.621,0.667,3.657,1.423,6.063,0.07,0.001,0.02,0.118,0.064,34.9,Low yield
2015_141,Quebec,Stevens,8.7239,0.938,4.284,1.307,4.736,0.05,0.001,0.017,0.14,0.092,45.41,High yield
2015_142,Quebec,Stevens,13.404,0.8,3.694,1.461,4.538,0.03,0.001,0.025,0.091,0.029,34.58,Low yield
2015_143,Quebec,Stevens,10.631,0.748,3.771,1.542,5.644,0.05,0.001,0.025,0.11,0.048,47.17,High yield
2015_144,Quebec,Stevens,10.783,0.767,3.658,1.61,6.025,0.05,0.001,0.023,0.105,0.034,29.68,Low yield
2016_001,Quebec,Stevens,5.1009,0.986677825,5.126300924,1.518402586,5.347886763,0.097989878,0.004993771,0.016519509,0.632075866,0.190617762,11.36,Low yield
2016_002,Quebec,Stevens,6.0218,1.145646129,5.684476134,1.736510819,6.011591691,0.132538659,0.004856139,0.016969768,0.451631288,0.173840069,20.34,Low yield
2016_003,Quebec,Stevens,5.3644,1.058401467,5.693922707,2.102917833,7.608129209,0.203681516,0.005531891,0.021087361,0.518045487,0.159984295,22.52,Low yield
2016_004,Quebec,Stevens,7.1716,0.955021059,5.75011048,1.866387557,7.420612811,0.167906828,0.00529648,0.019111502,0.463947918,0.072870929,14.34,Low yield
2016_005,Quebec,Stevens,7.6939,0.956319166,5.322943909,2.046806818,7.735500608,0.095651268,0.005139997,0.022420719,0.464193893,0.117753008,37.55,Low yield
2016_006,Quebec,Stevens,8.907,1.128397105,5.73137539,2.493369116,8.85159445,0.155485792,0.004739326,0.022967208,0.349214161,0.084023602,25.11,Low yield
2016_007,Quebec,Stevens,10.065,1.090221625,6.042045625,2.028880138,7.754948889,0.12579993,0.005301977,0.021363547,0.348328764,0.084099522,29.52,Low yield
2016_008,Quebec,Stevens,10.253,1.148636563,6.074503859,1.896298194,7.755305099,0.101390237,0.006306925,0.022715436,0.256105635,0.10236345,37.24,Low yield
2016_009,Quebec,Stevens,10.201,1.142611391,6.865708019,1.926019603,7.388331921,0.092225106,0.00530819,0.020698789,0.227051936,0.107704527,31.11,Low yield
2016_010,Quebec,Stevens,11.596,1.247957985,6.702594627,1.951603867,6.980782451,0.085375879,0.005667771,0.020613372,0.204902299,0.074509844,29.01,Low yield
2016_011,Quebec,Stevens,11.321,0.940325372,5.70349585,1.911855295,6.649983769,0.132414571,0.005020204,0.017490136,0.327379018,0.089062706,23.65,Low yield
2016_012,Quebec,Stevens,6.5023,0.999972131,5.231596021,1.836749227,6.575741696,0.121840284,0.004401297,0.017670672,0.21841095,0.080669782,6.54,Low yield
2016_013,Quebec,Stevens,6.4568,1.252838833,7.500315859,2.047603626,7.01094238,0.133797816,0.005217914,0.020616084,0.396682061,0.10815634,28.39,Low yield
2016_014,Quebec,Stevens,10.555,1.310001605,7.248010506,2.137766004,7.182577288,0.137929765,0.005305344,0.020430864,0.373024047,0.097621051,31.73,Low yield
2016_015,Quebec,Stevens,10.678,1.087962931,6.580665299,1.909782537,7.845070605,0.110826873,0.005166451,0.020141498,0.235946613,0.080614472,41.79,High yield
2016_016,Quebec,Stevens,9.6468,1.135839103,6.616190328,2.095853539,8.085542814,0.12629697,0.005447255,0.020759224,0.231951365,0.090812578,28.36,Low yield
2016_017,Quebec,Stevens,10.204,1.246489433,6.388990623,2.052994076,8.070765857,0.121496312,0.005105075,0.019614922,0.238360332,0.088083742,34.62,Low yield
2016_018,Quebec,Stevens,11.048,1.233890056,5.930786221,2.133598071,8.202830206,0.132622558,0.005795109,0.022347341,0.271244572,0.074708857,23.84,Low yield
2016_019,Quebec,Stevens,10.75,1.007817942,5.788571951,2.143187699,8.093066084,0.138402527,0.005832823,0.021994053,0.392975051,0.105738228,43.76,High yield
2016_020,Quebec,Stevens,9.6136,1.14454506,6.302132437,2.03924352,7.350749625,0.117136237,0.005625371,0.021260059,0.212725325,0.079135685,33.8,Low yield
2016_021,Quebec,Stevens,11.113,1.044853372,6.402063765,2.085233652,8.742791611,0.126873047,0.005450436,0.020499085,0.264110045,0.091437965,30.41,Low yield
2016_022,Quebec,Stevens,10.644,1.163485,6.502138722,2.139209409,8.021470469,0.106926293,0.005864355,0.021475693,0.216378771,0.057994659,17.09,Low yield
2016_023,Quebec,Stevens,10.55,1.097301799,6.52694292,2.019729968,8.021909077,0.123319864,0.00571687,0.021852486,0.419812943,0.084524755,38.99,Low yield
2016_024,Quebec,Stevens,9.646,1.073083857,6.527926411,2.00146827,7.660675876,0.091225551,0.004890001,0.019484095,0.177259182,0.053747101,28.31,Low yield
2016_025,Quebec,Stevens,10.188,0.924368935,4.824851826,1.90688445,7.100454012,0.128913449,0.004715773,0.017010138,0.302122229,0.084571914,35.14,Low yield
2016_026,Quebec,Stevens,8.092,0.985170937,5.010274452,2.160071045,7.482035908,0.147494058,0.004197858,0.017955158,0.286233247,0.075851928,26.75,Low yield
2016_027,Quebec,Stevens,7.7973,1.027329539,6.386516343,1.838468255,7.458988204,0.124508144,0.005550827,0.017233647,0.242074572,0.079992244,33.69,Low yield
2016_028,Quebec,Stevens,9.8185,1.313092451,6.462605438,1.912051756,6.912749553,0.075500788,0.005981814,0.02086529,0.208190016,0.096417399,30.49,Low yield
2016_029,Quebec,Stevens,11.607,1.043431885,5.695462041,2.178517931,8.959762931,0.122665375,0.005255671,0.021826809,0.313921674,0.091614086,42.36,High yield
2016_030,Quebec,Stevens,9.277,1.011501996,6.05830521,2.223669114,8.55499077,0.181918855,0.00459453,0.018982721,0.30555563,0.075805856,26.94,Low yield
2016_031,Quebec,Stevens,9.4766,0.041553754,0.01475166,0.111069574,0.184783448,0.881941719,0.108402024,0.044152108,0.654455061,0.045067017,26.86,Low yield
2016_032,Quebec,Stevens,11.693,1.235645192,6.340799665,2.059250698,7.477175148,0.123836625,0.005668311,0.018319079,0.302255561,0.066539695,34.63,Low yield
2016_033,Quebec,Stevens,11.002,1.152932189,6.995831043,1.839971133,7.131193741,0.116029138,0.005698048,0.018245915,0.226812926,0.086604133,38.62,Low yield
2016_034,Quebec,Stevens,10.938,1.253065444,6.31343462,1.860242035,7.638780991,0.070113701,0.005680964,0.019945643,0.207780595,0.090258217,39.53,Low yield
2016_035,Quebec,Stevens,10.444,1.089537175,6.736228759,2.078156531,8.204984597,0.166406543,0.005518828,0.0188155,0.28088452,0.084054729,39.53,Low yield
2016_036,Quebec,Stevens,9.7342,1.082098697,5.646923964,2.142544793,7.96828025,0.128126755,0.005178914,0.019263877,0.330977692,0.078311191,31.27,Low yield
2016_037,Quebec,Stevens,4.7549,1.030908495,5.396370067,1.374353364,5.761291203,0.106797044,0.005044462,0.017656838,0.647295864,0.180173731,7.08,Low yield
2016_038,Quebec,Stevens,5.5194,1.085510365,5.967327173,1.635058023,6.897537882,0.12320725,0.005008165,0.017802283,0.638634592,0.128134039,2.45,Low yield
2016_039,Quebec,Stevens,7.3894,1.02679253,6.142383247,1.669860751,7.440683352,0.148650143,0.004931188,0.017333016,0.567596544,0.143000104,23.82,Low yield
2016_040,Quebec,Stevens,7.9523,0.989903733,6.338175085,1.679420883,7.177664083,0.153407796,0.004735828,0.017828701,0.528885096,0.077704045,23.6,Low yield
2016_041,Quebec,Stevens,8.4102,0.954358916,6.473057622,1.494983408,6.755458208,0.105969346,0.004158558,0.015016497,0.321994461,0.083551594,34.26,Low yield
2016_042,Quebec,Stevens,9.4049,1.046066093,6.113574763,1.81407674,7.57329714,0.116956109,0.005040008,0.019262815,0.349131088,0.065752128,30.81,Low yield
2016_043,Quebec,Stevens,10.418,1.233379062,6.872172363,1.451765075,5.539970153,0.118688588,0.004876229,0.014901863,0.273558006,0.061214298,38.7,Low yield
2016_044,Quebec,Stevens,10.702,1.119418135,6.620206258,1.571983652,6.164513689,0.109720847,0.004654629,0.013489868,0.26124959,0.053939504,26.24,Low yield
2016_045,Quebec,Stevens,12.498,1.347292117,7.953649255,1.635362021,5.725895393,0.119008153,0.005089757,0.014538446,0.199130982,0.065314715,52.26,High yield
2016_046,Quebec,Stevens,11.416,1.202146183,6.862286134,1.656287687,5.886381882,0.075602342,0.004969013,0.01524766,0.254543976,0.054440403,44.94,High yield
2016_047,Quebec,Stevens,6.1958,0.852513011,6.141487446,1.439330892,5.610848794,0.175695223,0.003083034,0.011814536,0.120354379,0.06117668,30.38,Low yield
2016_048,Quebec,Stevens,6.3122,0.90481239,6.721189415,1.395285106,4.993260312,0.163670683,0.00335693,0.009977678,0.151609877,0.055066317,20.59,Low yield
2016_049,Quebec,Stevens,10.479,1.095718704,6.235210003,1.706484519,6.883113858,0.091540462,0.004247633,0.015014706,0.242914611,0.066572187,43.27,High yield
2016_050,Quebec,Stevens,10.915,1.158500765,7.096820729,1.569040119,5.451834723,0.091601539,0.005521159,0.013122186,0.164883404,0.053484818,33.5,Low yield
2016_051,Quebec,Stevens,11.258,1.216325443,6.471309132,1.57863032,6.278010512,0.091114951,0.004565487,0.017914417,0.220539605,0.063435537,28.9,Low yield
2016_052,Quebec,Stevens,11.125,1.268946817,7.130108894,1.616227639,6.869609279,0.072933336,0.005078647,0.018286334,0.225281204,0.047891763,21.23,Low yield
2016_053,Quebec,Stevens,9.0377,1.140777028,5.35546834,1.578088731,6.793658702,0.053657679,0.004107863,0.017477155,0.263074317,0.070389199,38.08,Low yield
2016_054,Quebec,Stevens,11.497,1.205501664,10.51937844,1.619037115,6.007890942,0.07905198,0.005003143,0.016772759,0.206544172,0.048811501,26.45,Low yield
2016_055,Quebec,Stevens,11.049,1.21150299,7.010458065,1.65618586,6.827181053,0.120900523,0.004737851,0.016198359,0.27259469,0.066493465,44.67,High yield
2016_056,Quebec,Stevens,11.084,1.136054938,6.388353794,1.801693396,6.844986416,0.08497269,0.005456104,0.016924744,0.346920918,0.0647683,36.84,Low yield
2016_057,Quebec,Stevens,9.5834,1.072587256,6.348435106,1.57842677,6.683863289,0.098883696,0.004297901,0.016467453,0.273276815,0.072032281,37.84,Low yield
2016_058,Quebec,Stevens,10.994,1.101257602,6.646379131,1.69775239,6.935650437,0.083746792,0.004796531,0.016725992,0.251087973,0.064254347,35.68,Low yield
2016_059,Quebec,Stevens,11.23,1.138260036,7.010614992,1.645241449,6.471464734,0.106547948,0.004241241,0.014389293,0.241201337,0.057238279,53.7,High yield
2016_060,Quebec,Stevens,11.031,1.050013124,7.004387665,1.501834255,6.218852083,0.092202539,0.004235529,0.013906544,0.269410422,0.063555015,36.62,Low yield
2016_061,Quebec,Stevens,9.3038,1.096526106,6.305644845,1.662704293,6.963393303,0.113045814,0.00461596,0.015710865,0.193683229,0.057249455,40.07,High yield
2016_062,Quebec,Stevens,8.2974,1.074230136,6.884813375,1.739276572,6.992205949,0.162455638,0.00434688,0.015325486,0.329994991,0.05751434,33.5,Low yield
2016_063,Quebec,Stevens,10.723,1.127303898,6.403689452,1.714509572,6.977901179,0.112092441,0.00440797,0.016073463,0.265926516,0.062645173,39.4,Low yield
2016_064,Quebec,Stevens,11.07,1.20557684,6.907225849,1.788062915,7.112510529,0.087250545,0.005339088,0.018101241,0.271414344,0.063251222,27.88,Low yield
2016_065,Quebec,Stevens,6.6355,0.977226828,5.906801611,1.619865339,6.86249609,0.137033125,0.003289288,0.017429831,0.235285906,0.065056365,37.65,Low yield
2016_066,Quebec,Stevens,6.8841,0.99699353,6.240084456,1.700336114,6.833133063,0.135603471,0.00337097,0.015123876,0.262812855,0.056493401,24.57,Low yield
2016_067,Quebec,Stevens,11.533,1.200056598,7.969211548,1.588584036,4.955150622,0.110181421,0.005689894,0.01393602,0.276231028,0.059240109,52.77,High yield
2016_068,Quebec,Stevens,10.389,1.109543757,6.647181525,1.648706382,5.708680355,0.088470531,0.005769227,0.016934879,0.308245527,0.056030896,27.96,Low yield
2016_069,Quebec,Stevens,10.634,1.160859127,6.538228572,1.726602665,6.995467471,0.104496044,0.00462634,0.018611506,0.241213026,0.052369423,29.84,Low yield
2016_070,Quebec,Stevens,10.716,1.096687413,6.545959109,1.737671653,7.083526093,0.120990263,0.005391562,0.018812077,0.269446146,0.051086964,23.2,Low yield
2016_071,Quebec,Stevens,10.881,1.087733833,6.645423638,1.708629769,6.239285316,0.114852877,0.004326408,0.016757729,0.304789712,0.055677803,29.06,Low yield
2016_072,Quebec,Stevens,11.735,1.179284545,6.518976015,1.555934622,5.391990908,0.071969451,0.004900848,0.018826838,0.413349958,0.052965407,45.75,High yield
2016_073,Quebec,Stevens,7.108,1.058841112,5.851545068,2.008469663,8.66565602,0.098023735,0.004550788,0.030530499,0.441219161,0.139415212,20.56,Low yield
2016_074,Quebec,Stevens,6.9993,1.151053982,5.864313486,1.947746696,8.611337827,0.083084851,0.004691813,0.025570475,0.460432427,0.111539606,22.82,Low yield
2016_075,Quebec,Stevens,9.521,1.145632404,5.971773476,2.07269561,9.036445964,0.09919924,0.005752774,0.0318488,0.901406233,0.141588903,36.92,Low yield
2016_076,Quebec,Stevens,9.4071,1.27555379,5.796666199,2.232546022,9.802336779,0.096607615,0.00417823,0.027957857,0.444597456,0.073337951,50.78,High yield
2016_077,Quebec,Stevens,10.382,1.218302165,6.478063071,1.995580248,8.363188202,0.074744263,0.003899096,0.02769726,0.584562034,0.082953166,69.97,High yield
2016_078,Quebec,Stevens,11.116,1.279295926,6.333859862,2.068879744,8.164847009,0.10235031,0.00479287,0.029343818,0.446207341,0.053971713,50.67,High yield
2016_079,Quebec,Stevens,10.302,1.256034719,6.927473643,1.938977991,7.321633606,0.096438152,0.004244542,0.026536151,0.578830618,0.068044281,44.86,High yield
2016_080,Quebec,Stevens,12.141,1.356627338,7.21962801,1.89580498,6.248225327,0.089905308,0.004567728,0.024054995,0.312612066,0.055928541,44.05,High yield
2016_081,Quebec,Stevens,11.442,1.38479646,7.737839114,1.803349385,5.727276079,0.061073023,0.004927127,0.027069152,0.560611076,0.054237569,51.18,High yield
2016_082,Quebec,Stevens,13.201,1.483968858,7.084007687,1.86061214,5.582403594,0.050747975,0.005166827,0.025591966,0.339576655,0.041903255,50.78,High yield
2016_083,Quebec,Stevens,7.8138,1.096019693,5.821537292,1.987777155,7.629438476,0.082847013,0.003764531,0.024231837,0.332440315,0.074773546,44.11,High yield
2016_084,Quebec,Stevens,9.7977,1.134339374,7.316605865,1.805210994,8.159249315,0.155973156,0.003833092,0.024436782,0.196918905,0.044271598,34.44,Low yield
2016_085,Quebec,Stevens,10.134,1.25331555,7.932261191,1.962255078,7.075359883,0.0937628,0.004321012,0.025460973,0.506257055,0.061265979,40.74,High yield
2016_086,Quebec,Stevens,12.164,1.483406468,8.532489731,2.040413194,6.234257209,0.073448902,0.004622187,0.024662971,0.481183238,0.045714973,50.67,High yield
2016_087,Quebec,Stevens,9.4365,1.227288564,6.842515986,1.795529812,7.155542757,0.079500796,0.004242396,0.025508068,0.263449182,0.146142171,46.34,High yield
2016_088,Quebec,Stevens,10.131,1.300484042,7.205003297,1.930809604,7.707704951,0.128949986,0.004125523,0.024967355,0.219352473,0.048810558,47.76,High yield
2016_089,Quebec,Stevens,11.381,1.366931893,6.066591042,2.002506112,7.61265697,0.084259752,0.004610685,0.028702025,0.694114678,0.065416276,47.9,High yield
2016_090,Quebec,Stevens,11.907,1.369523554,5.835460832,1.858568126,7.654444735,0.082698337,0.00403072,0.023881603,0.39143171,0.044899597,49,High yield
2016_091,Quebec,Stevens,10.675,1.31377331,6.026511711,2.077872943,7.715834184,0.070984735,0.004114463,0.027694887,0.310822948,0.068987313,54.76,High yield
2016_092,Quebec,Stevens,11.655,1.355124743,6.36619829,1.928056742,7.728817026,0.06975993,0.004453022,0.027073538,0.35429464,0.047052544,46.15,High yield
2016_093,Quebec,Stevens,10.68,1.322657363,7.350874167,1.921361508,6.928094917,0.091009198,0.004534301,0.025946205,0.414141691,0.069652618,48.98,High yield
2016_094,Quebec,Stevens,11.991,1.287021162,6.668073055,1.867975065,6.557831582,0.064633318,0.004544326,0.025504239,0.434796826,0.058363304,48.83,High yield
2016_095,Quebec,Stevens,11.531,1.408411371,7.505222671,1.859086367,6.766829685,0.081819688,0.00409965,0.025252885,0.440622244,0.060736319,60.55,High yield
